Sno,Feature1,Dog Name,Feature2,Feature3,Feature4,Feature5,Feature6,Money,Count,Debt,IsActiveMember,EstimatedSalary,id,Gender2,Customer Type,Age2,Type of Travel,Class,Distance,Rating0,Rating1,Rating2,Rating3,Rating4,Rating5,Rating6,Rating7,Rating8,Rating9,Rating10,Rating11,Rating12,Rating13,Departure Delay in Minutes,Arrival Delay in Minutes,Target1,Target2
1565,15614361,Liao,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,68822,Female,Loyal Customer,38,Personal Travel,Eco Plus,926,1,3,1,4,5,1,5,5,3,4,3,2,3,5,0,0,0,0
1566,15724684,Sung,610,Spain,Male,46,5,91897.8,1,1,0,54394.28,40302,Female,Loyal Customer,54,Personal Travel,Eco,387,2,3,2,3,1,2,4,2,2,2,2,3,2,5,0,6,0,0
1567,15700083,Lai,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,121106,Male,Loyal Customer,58,Business travel,Business,2521,3,3,3,3,5,5,5,5,2,4,5,5,3,5,4,14,0,1
1568,15636541,Cartwright,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,104583,Male,disloyal Customer,18,Business travel,Eco,369,0,0,0,2,2,0,2,2,5,2,5,4,5,2,0,3,0,1
1569,15796015,Wu,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,109560,Male,Loyal Customer,49,Personal Travel,Eco,920,1,2,1,3,5,1,5,5,2,4,3,2,3,5,18,0,0,0
1570,15787222,Ch'in,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,29224,Male,Loyal Customer,37,Business travel,Business,2857,2,2,2,2,2,5,4,5,5,5,5,5,5,4,0,11,0,1
1571,15594270,Biryukov,693,France,Male,38,7,198338.77,2,1,1,14278.18,2273,Female,Loyal Customer,54,Business travel,Business,3630,1,1,1,1,3,5,4,5,5,5,5,4,5,5,18,14,0,1
1572,15701524,Ting,709,France,Male,36,0,0,2,1,0,46811.77,20259,Female,Loyal Customer,18,Business travel,Business,1843,4,2,5,5,4,4,4,4,1,2,4,3,4,4,0,0,0,0
1573,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,112051,Male,Loyal Customer,56,Business travel,Business,2255,4,1,4,4,2,4,4,3,3,3,3,4,3,4,0,0,1,1
1574,15708867,Niu,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,14140,Male,Loyal Customer,23,Personal Travel,Eco,594,3,3,3,3,1,3,1,1,2,1,4,5,2,1,28,33,1,0
1575,15613140,Mellor,565,France,Male,34,6,0,1,1,1,63173.64,82272,Male,Loyal Customer,57,Business travel,Business,1481,3,1,1,1,3,4,4,3,3,2,3,4,3,1,0,0,0,0
1576,15628893,Power,681,France,Male,29,8,0,1,1,0,66367.33,92186,Female,Loyal Customer,59,Business travel,Business,1956,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,2,0,1
1577,15764073,Arcuri,503,Spain,Female,36,9,0,2,1,1,16274.67,51176,Female,Loyal Customer,53,Personal Travel,Eco,250,4,5,4,3,5,5,4,3,3,4,3,3,3,4,68,61,0,0
1578,15782879,Lang,656,France,Male,40,2,0,2,1,1,180553.48,3906,Male,Loyal Customer,10,Personal Travel,Eco,213,2,0,0,2,2,0,2,2,5,4,5,3,5,2,0,0,0,0
1579,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,76562,Male,Loyal Customer,52,Business travel,Business,3358,2,1,1,1,2,3,4,2,2,2,2,1,2,3,0,9,1,0
1580,15726087,Ch'in,592,France,Female,62,5,0,1,1,1,100941.57,78964,Female,Loyal Customer,46,Business travel,Business,1983,2,2,2,2,4,5,5,4,3,4,4,5,5,5,176,166,0,1
1581,15726313,Napolitani,687,Spain,Female,50,5,0,2,1,0,110230.4,100306,Female,Loyal Customer,26,Business travel,Business,1587,2,2,2,2,4,4,4,4,4,2,4,4,4,4,39,17,0,1
1582,15578073,Barker,686,Spain,Male,22,8,0,2,0,0,142331.85,106734,Female,Loyal Customer,41,Business travel,Business,1939,3,3,3,3,5,4,5,4,4,4,4,5,4,4,71,78,0,1
1583,15786249,Whitfield,616,Spain,Male,30,2,0,2,1,0,199099.51,100288,Male,Loyal Customer,40,Business travel,Business,1073,3,3,3,3,4,5,4,4,4,4,4,3,4,3,0,0,0,1
1584,15812850,Stradford,494,Spain,Male,67,5,0,2,1,1,85890.16,96780,Female,Loyal Customer,41,Business travel,Business,849,5,5,5,5,4,4,4,2,2,3,2,4,2,4,0,0,0,1
1585,15596972,Brownlow,534,France,Male,38,3,0,1,0,0,143938.27,75113,Male,disloyal Customer,35,Business travel,Business,1723,1,1,1,2,4,1,4,4,3,4,4,3,5,4,62,90,0,0
1586,15620579,Dunn,695,Spain,Female,31,8,0,2,0,1,131644.41,7086,Male,Loyal Customer,48,Business travel,Business,3901,2,1,1,1,2,4,3,2,2,2,2,3,2,3,2,23,0,0
1587,15768270,DeRose,579,Spain,Female,31,9,0,2,1,0,112395.98,96240,Female,Loyal Customer,38,Business travel,Eco,386,2,3,3,3,2,2,2,2,4,3,1,2,4,2,0,0,0,1
1588,15656597,Wang,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,66084,Male,Loyal Customer,15,Personal Travel,Eco,1055,3,5,3,5,2,3,2,2,4,3,4,3,5,2,4,0,0,0
1589,15699446,Hobbs,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,95178,Female,Loyal Customer,33,Personal Travel,Eco,189,1,3,1,4,2,1,2,2,4,5,1,3,1,2,15,33,0,0
1590,15615004,Anderson,730,France,Female,37,1,0,2,1,1,124364.63,3410,Male,Loyal Customer,11,Personal Travel,Eco,213,1,0,1,3,2,1,2,2,4,4,5,5,5,2,0,37,0,0
1591,15704771,Ugochukwu,593,France,Female,35,6,133489.12,2,1,1,78101.29,32562,Male,disloyal Customer,26,Business travel,Eco,102,2,3,2,3,5,2,5,5,4,1,1,1,2,5,0,0,0,0
1592,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,97104,Male,disloyal Customer,15,Business travel,Business,1357,5,0,5,4,3,5,3,3,3,3,5,4,5,3,0,2,1,1
1593,15681439,Tsou,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,7221,Female,Loyal Customer,62,Business travel,Business,3574,1,4,4,4,1,4,3,3,3,3,1,1,3,1,24,15,0,0
1594,15607509,Ozerova,539,France,Male,38,5,0,2,1,0,47388.41,126474,Female,Loyal Customer,27,Business travel,Eco,1849,1,1,1,1,1,1,1,1,2,2,2,4,3,1,0,9,0,0
1595,15670343,Li,576,Spain,Male,19,6,0,2,0,0,72306.07,112577,Female,Loyal Customer,26,Business travel,Business,2934,3,3,3,3,4,4,4,4,5,5,5,3,5,4,0,0,0,1
1596,15597968,Fyans,617,Spain,Male,50,7,0,1,1,0,184839.7,94473,Male,disloyal Customer,40,Business travel,Business,677,4,4,4,3,2,4,2,2,4,5,5,3,5,2,0,0,1,0
1597,15658432,Freeman,688,France,Male,40,6,0,1,1,1,47886.44,57408,Female,disloyal Customer,70,Business travel,Business,455,2,2,2,1,2,2,4,2,4,3,4,3,4,2,0,0,0,0
1598,15616431,Chiu,608,France,Male,33,4,0,1,0,1,130474.03,16853,Male,Loyal Customer,33,Business travel,Eco,746,5,2,2,2,5,5,5,5,5,2,4,4,3,5,44,35,0,1
1599,15796957,Iadanza,597,Spain,Male,35,9,0,3,0,1,73181.39,8180,Female,Loyal Customer,56,Business travel,Eco,125,3,5,4,4,2,4,3,3,3,3,3,1,3,2,0,0,1,0
1600,15815552,Ferguson,670,France,Female,42,6,112333.63,1,1,1,65706.86,76040,Male,disloyal Customer,21,Business travel,Eco,669,4,0,4,2,4,4,4,4,4,3,4,3,4,4,0,0,0,1
1601,15631871,Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,37181,Female,Loyal Customer,9,Personal Travel,Eco,1046,3,5,3,3,1,3,5,1,4,4,3,1,2,1,0,0,0,0
1602,15635870,She,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,93528,Female,Loyal Customer,27,Business travel,Business,1218,5,5,5,5,4,4,4,4,3,2,5,4,5,4,3,0,1,1
1603,15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68,53867,Male,Loyal Customer,22,Business travel,Business,2055,1,1,1,1,4,4,1,4,4,3,3,4,3,4,0,0,0,0
1604,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,49975,Female,Loyal Customer,37,Business travel,Business,2079,5,5,5,5,5,3,5,5,5,5,5,1,5,2,0,0,0,1
1605,15760521,Thompson,796,France,Female,50,1,94164,1,1,1,189414.74,64775,Female,Loyal Customer,35,Business travel,Business,1807,2,5,4,4,2,4,3,2,2,2,2,3,2,2,0,0,0,0
1606,15608408,Lazareva,598,Spain,Male,39,1,0,2,1,0,159130.32,120426,Male,Loyal Customer,39,Business travel,Business,449,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0,0,1
1607,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,78625,Female,Loyal Customer,39,Business travel,Business,1426,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,0,0,1
1608,15730272,Evseev,619,France,Male,58,5,152199.33,1,1,1,86022.09,72452,Male,Loyal Customer,60,Business travel,Business,1121,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0,0,1
1609,15741988,Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,18371,Male,Loyal Customer,39,Personal Travel,Eco,169,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,3,1,0
1610,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,96308,Male,Loyal Customer,49,Business travel,Business,490,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,0,0,1
1611,15605113,Sutherland,518,France,Female,27,1,133801.49,1,1,1,143315.57,76470,Male,disloyal Customer,28,Business travel,Business,534,0,0,0,5,4,0,4,4,4,2,5,5,4,4,0,19,0,1
1612,15661945,Nicolay,623,Spain,Female,40,4,0,3,1,0,31669.18,128859,Male,Loyal Customer,24,Business travel,Business,2475,5,5,5,5,4,4,4,4,4,4,5,3,4,4,11,0,0,1
1613,15783816,Lori,733,France,Female,28,5,0,2,0,0,12761.16,26961,Female,Loyal Customer,58,Personal Travel,Business,867,3,3,3,1,3,2,3,5,5,3,4,1,5,3,0,0,0,0
1614,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,107688,Male,Loyal Customer,37,Business travel,Business,405,1,1,2,1,4,3,3,1,1,2,1,1,1,4,50,49,0,0
1615,15764072,Somerville,759,France,Female,31,1,109848.6,1,1,1,42012.55,103129,Female,disloyal Customer,20,Business travel,Eco,687,2,2,2,1,1,2,1,1,3,5,4,3,4,1,8,0,0,0
1616,15689412,Christie,604,France,Female,32,7,127849.38,1,1,0,15798.7,38452,Female,Loyal Customer,46,Business travel,Eco,1226,2,5,5,5,3,5,4,2,2,2,2,4,2,3,14,23,0,1
1617,15798385,Grave,512,Spain,Female,46,3,0,2,1,1,56408.14,37956,Male,Loyal Customer,56,Business travel,Business,1211,2,2,2,2,5,4,4,2,2,2,2,4,2,5,0,4,0,1
1618,15775339,Lori,520,France,Female,29,8,95947.76,1,1,0,4696.44,81649,Male,Loyal Customer,29,Business travel,Business,2510,4,4,4,4,4,4,4,4,3,2,5,3,5,4,2,0,0,1
1619,15585256,Iloerika,805,Spain,Male,26,2,0,2,1,1,25042.1,42169,Female,Loyal Customer,34,Business travel,Business,748,5,5,3,5,3,1,2,5,5,5,5,4,5,2,9,0,0,1
1620,15797329,Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,86759,Male,Loyal Customer,38,Personal Travel,Eco,821,1,5,1,3,3,1,3,3,3,3,4,5,5,3,0,0,1,0
1621,15780220,Pauley,656,France,Male,38,10,0,1,1,1,136521.82,90483,Male,Loyal Customer,44,Business travel,Business,581,4,4,2,4,3,4,5,3,3,3,3,4,3,4,2,0,0,1
1622,15648951,Kao,785,Spain,Male,41,7,0,2,1,1,199108.88,13387,Male,disloyal Customer,27,Business travel,Eco,505,0,0,0,4,1,0,1,1,5,5,2,3,2,1,0,0,0,1
1623,15752409,Grant,553,France,Male,31,6,0,2,0,0,124596.63,66817,Male,Loyal Customer,40,Business travel,Business,2269,5,5,5,5,2,4,5,5,5,5,5,3,5,3,122,108,0,1
1624,15807524,Chukwuma,569,France,Female,44,4,0,2,0,0,134394.78,13026,Female,Loyal Customer,12,Personal Travel,Eco,374,2,4,2,4,1,2,1,1,4,3,5,4,4,1,48,43,0,0
1625,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,53123,Female,Loyal Customer,14,Personal Travel,Eco,2065,3,4,3,4,3,4,4,3,5,4,5,4,3,4,0,37,0,0
1626,15696812,Lazareva,586,Spain,Male,42,6,0,2,1,1,123410.23,5062,Male,disloyal Customer,22,Business travel,Eco,303,2,4,2,3,1,2,1,1,3,5,4,4,5,1,0,25,0,0
1627,15581295,Ch'ien,617,Spain,Female,45,1,0,1,1,0,143298.06,9190,Female,Loyal Customer,51,Personal Travel,Eco,363,1,4,1,2,4,4,4,4,4,1,4,5,4,5,0,0,0,0
1628,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,96768,Female,disloyal Customer,16,Business travel,Business,972,0,0,0,3,4,0,4,4,4,5,4,3,4,4,0,0,0,1
1629,15741417,Chibuzo,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,7174,Male,Loyal Customer,61,Business travel,Eco,116,1,3,3,3,1,1,1,3,3,3,3,1,2,1,100,154,0,0
1630,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,128466,Female,Loyal Customer,15,Personal Travel,Eco,370,2,2,2,4,2,2,2,2,2,5,4,3,4,2,1,0,0,0
1631,15665168,Calabrese,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,29107,Male,Loyal Customer,37,Personal Travel,Eco,987,3,5,3,5,3,3,3,3,4,3,5,3,5,3,0,0,0,0
1632,15601503,Tokaryev,578,Spain,Male,28,4,0,2,0,0,6947.09,80501,Female,Loyal Customer,47,Business travel,Business,1749,2,2,2,2,4,4,4,5,5,5,5,5,5,5,0,1,0,1
1633,15706131,Logan,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,27636,Female,Loyal Customer,11,Business travel,Eco Plus,956,1,4,4,4,1,1,3,1,1,4,3,4,3,1,0,0,0,0
1634,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,62399,Male,Loyal Customer,51,Personal Travel,Eco,2704,2,4,1,5,4,1,4,4,3,4,5,5,4,4,0,0,0,0
1635,15591091,Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,99581,Male,Loyal Customer,32,Business travel,Eco,930,2,5,3,5,2,2,2,2,3,1,3,1,4,2,54,70,1,0
1636,15715877,Lo,821,France,Male,28,2,0,2,1,0,46072.52,21460,Male,Loyal Customer,44,Business travel,Business,1922,1,3,3,3,4,2,2,1,1,1,1,3,1,3,27,18,0,0
1637,15756918,Simmons,754,France,Female,38,2,0,2,0,0,3524.69,116989,Male,disloyal Customer,25,Business travel,Business,621,3,5,2,3,4,2,4,4,4,4,5,3,4,4,0,0,0,0
1638,15746662,Maduabuchim,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,13214,Female,Loyal Customer,53,Business travel,Eco,468,4,5,5,5,4,4,4,3,2,5,1,4,1,4,134,120,0,1
1639,15626679,Linger,584,France,Male,33,3,0,2,0,1,59103.13,126538,Male,Loyal Customer,55,Business travel,Business,644,2,2,3,2,3,5,5,4,4,4,4,4,4,4,0,0,0,1
1640,15793343,Yeh,549,France,Female,29,8,0,2,1,1,189558.44,1462,Male,Loyal Customer,49,Business travel,Eco,372,4,1,1,1,4,4,4,4,4,5,4,3,3,4,0,0,0,0
1641,15576774,Stevenson,729,France,Female,38,7,0,2,0,0,45779.9,5766,Male,Loyal Customer,51,Personal Travel,Eco,642,1,5,1,1,2,1,2,2,4,4,5,4,4,2,0,0,0,0
1642,15801316,Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,106154,Male,Loyal Customer,37,Business travel,Business,3990,3,5,5,5,3,4,3,3,3,2,3,1,3,2,44,40,0,0
1643,15800514,Kenechukwu,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,97416,Male,disloyal Customer,52,Business travel,Business,587,5,5,5,1,3,5,3,3,3,5,4,5,4,3,0,0,1,1
1644,15662232,Learmonth,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,126554,Male,Loyal Customer,18,Personal Travel,Eco,644,2,5,2,1,3,2,3,3,4,5,4,4,5,3,24,33,0,0
1645,15737778,Dickson,782,Spain,Female,41,4,0,1,1,0,132943.88,36825,Female,disloyal Customer,58,Business travel,Eco,369,3,0,3,2,4,3,2,4,3,1,4,2,5,4,0,0,0,0
1646,15782096,Volkova,616,Spain,Female,36,6,0,1,1,1,12916.32,49099,Female,Loyal Customer,43,Business travel,Eco,190,5,2,2,2,3,1,2,5,5,5,5,4,5,4,38,63,1,1
1647,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,82403,Female,Loyal Customer,63,Personal Travel,Eco,500,3,4,3,3,4,5,4,1,1,3,1,3,1,5,0,0,0,0
1648,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,93475,Female,Loyal Customer,31,Business travel,Business,1595,2,2,4,2,4,5,4,4,3,2,4,5,5,4,0,0,1,1
1649,15756272,James,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,110185,Female,Loyal Customer,27,Personal Travel,Eco,882,3,3,2,3,3,2,4,3,2,1,4,1,3,3,0,0,1,0
1650,15615245,Shao,660,France,Male,19,5,127649.64,1,1,1,40368.65,89900,Male,Loyal Customer,38,Business travel,Eco,1306,3,1,2,1,3,3,3,3,4,2,2,1,2,3,0,32,0,0
1651,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,82309,Female,disloyal Customer,22,Business travel,Eco,986,3,3,3,3,4,3,4,4,3,4,4,4,5,4,0,0,0,0
1652,15752956,Stanley,629,Spain,Male,29,6,0,2,1,1,88842.8,127244,Male,Loyal Customer,53,Business travel,Business,1107,2,2,2,2,5,5,5,5,5,5,5,3,5,4,12,34,0,1
1653,15644882,Watson,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,13525,Female,Loyal Customer,36,Business travel,Business,3770,3,3,3,3,2,4,1,5,5,5,5,2,5,2,0,0,0,1
1654,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,93975,Male,Loyal Customer,62,Business travel,Business,1218,3,3,3,3,4,5,5,5,5,5,5,4,5,4,47,34,0,1
1655,15800620,Fitzgerald,691,France,Female,29,9,0,2,0,0,199635.93,53453,Female,Loyal Customer,31,Business travel,Eco,2288,4,3,3,3,4,4,4,2,3,3,2,4,1,4,326,310,0,1
1656,15569764,Garner,687,Germany,Female,41,2,154007.21,1,1,0,158408.23,28891,Male,Loyal Customer,50,Business travel,Eco,937,4,3,3,3,5,4,5,5,5,2,2,4,2,5,0,0,0,1
1657,15747458,Folliero,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,23249,Male,disloyal Customer,29,Business travel,Eco,783,1,1,1,4,1,2,2,2,5,5,3,2,3,2,186,200,0,0
1658,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,65051,Female,Loyal Customer,60,Personal Travel,Eco,190,2,5,0,1,3,5,4,3,3,0,3,3,3,4,0,0,1,0
1659,15736769,Lucchesi,663,France,Female,27,9,0,2,1,0,150850.29,56594,Female,Loyal Customer,51,Business travel,Business,1065,1,1,1,1,3,4,4,5,5,5,5,3,5,4,16,17,0,1
1660,15763381,Chan,496,France,Male,30,0,90963.49,1,0,1,27802,101424,Male,Loyal Customer,27,Business travel,Business,2359,5,5,5,5,4,4,4,4,5,2,4,4,5,4,23,11,0,1
1661,15814430,Ma,747,Spain,Male,41,9,0,1,1,0,32430.94,92638,Female,Loyal Customer,61,Business travel,Business,1606,3,1,1,1,1,3,4,3,3,3,3,4,3,2,0,0,1,0
1662,15638607,Nwabugwu,546,France,Female,52,2,0,1,1,0,137332.37,24158,Female,disloyal Customer,27,Business travel,Eco,134,2,0,2,2,1,2,1,1,3,1,4,5,4,1,0,0,1,0
1663,15737133,P'eng,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,55509,Female,Loyal Customer,56,Business travel,Business,991,3,3,3,3,2,5,4,2,2,2,2,3,2,4,0,0,0,1
1664,15613945,Andrews,472,France,Female,26,5,0,2,1,0,108411.66,126621,Male,Loyal Customer,63,Personal Travel,Business,602,3,5,3,1,5,5,4,4,4,3,4,4,4,5,0,0,0,0
1665,15659937,Otutodilinna,703,France,Female,40,7,0,2,0,1,122518.5,79107,Female,Loyal Customer,47,Personal Travel,Eco,306,4,2,4,3,5,4,3,2,2,4,2,2,2,2,0,22,0,0
1666,15765287,Grant,850,France,Female,38,2,0,2,1,0,9015.07,99300,Female,Loyal Customer,55,Business travel,Business,3599,5,5,5,5,3,4,5,4,4,5,4,4,4,5,0,0,0,1
1667,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,55258,Male,Loyal Customer,44,Business travel,Business,1009,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0,1,1
1668,15766064,Komarova,559,France,Male,33,9,111060.05,2,1,0,110371.84,112877,Male,Loyal Customer,59,Business travel,Business,1357,5,5,4,5,5,4,5,4,4,4,4,3,4,4,12,0,0,1
1669,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,125929,Male,Loyal Customer,16,Personal Travel,Eco,861,2,5,3,2,5,3,4,5,4,3,4,3,4,5,46,33,1,0
1670,15719017,Donaldson,672,France,Female,34,8,0,2,1,1,16245.25,62590,Male,disloyal Customer,23,Business travel,Business,226,5,0,5,3,2,5,2,2,2,1,4,1,5,2,2,4,0,1
1671,15720919,Duggan,667,France,Male,42,7,0,1,0,1,108348.94,40490,Female,Loyal Customer,14,Personal Travel,Eco,175,2,5,2,4,3,2,3,3,5,3,4,3,4,3,0,0,1,0
1672,15706706,Chinwendu,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,28152,Male,Loyal Customer,31,Business travel,Business,2808,2,3,3,3,2,2,2,2,2,4,3,2,2,2,0,1,0,0
1673,15709653,Hamilton,497,France,Male,32,8,0,2,1,0,67364.42,67306,Male,disloyal Customer,22,Business travel,Eco,929,1,1,1,2,3,1,3,3,5,2,4,5,4,3,3,4,0,0
1674,15805104,Smith,743,France,Female,73,6,0,2,0,1,107867.38,81891,Female,disloyal Customer,30,Business travel,Business,680,1,1,1,5,5,1,5,5,4,3,5,5,5,5,0,0,0,0
1675,15622442,Mazzi,619,France,Male,29,5,0,2,1,0,194310.1,117765,Male,Loyal Customer,31,Business travel,Business,1670,2,1,3,1,2,2,2,2,2,3,2,4,3,2,40,77,0,0
1676,15572801,Krischock,639,Spain,Male,34,5,139393.19,2,0,0,33950.08,103053,Male,Loyal Customer,22,Business travel,Eco,687,2,3,3,3,2,2,1,2,1,3,3,4,2,2,74,78,0,0
1677,15767598,Kent,540,Spain,Male,28,8,0,2,0,0,197588.32,110863,Male,Loyal Customer,45,Business travel,Business,3730,3,3,3,3,5,4,4,4,4,4,4,4,4,4,2,0,0,1
1678,15757897,Binder,766,France,Female,26,3,104258.8,1,1,1,428.23,25998,Male,Loyal Customer,12,Personal Travel,Eco,577,0,3,0,4,3,3,3,3,2,1,3,4,4,3,0,0,0,1
1679,15568104,Zubarev,749,France,Female,26,6,0,2,0,1,34948.77,30876,Female,Loyal Customer,24,Personal Travel,Eco,1607,5,5,5,2,5,5,5,5,5,5,4,1,2,5,0,0,0,1
1680,15763414,Degtyarev,655,Germany,Male,32,9,113447.01,1,1,0,82084.3,8069,Male,Loyal Customer,38,Business travel,Business,3611,4,4,4,4,3,4,5,5,5,5,5,4,5,4,23,26,0,1
1681,15732265,Obialo,630,France,Male,33,9,0,2,1,0,64804.59,3448,Female,Loyal Customer,37,Personal Travel,Eco,296,2,5,2,3,5,2,5,5,5,4,5,4,5,5,14,11,0,0
1682,15621974,Davydova,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,36210,Male,Loyal Customer,37,Business travel,Business,280,0,0,0,4,3,5,5,5,5,5,1,2,5,2,0,24,0,1
1683,15803947,Teng,757,Germany,Female,30,6,161378.02,1,0,0,71926.28,105739,Female,Loyal Customer,40,Business travel,Business,1841,3,2,2,2,2,3,3,3,3,3,3,3,3,3,7,0,1,0
1684,15720706,Hsing,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,71523,Male,disloyal Customer,25,Business travel,Eco,1120,2,2,2,4,5,2,5,5,3,2,5,3,5,5,0,0,0,0
1685,15759290,Coleman,620,Spain,Male,29,9,0,2,1,0,13133.88,33975,Male,disloyal Customer,22,Business travel,Eco,1034,3,3,3,5,1,3,1,1,1,4,4,5,1,1,4,0,0,0
1686,15651664,Wilder,615,France,Female,61,1,104267.7,1,1,0,62845.64,123851,Male,disloyal Customer,27,Business travel,Eco,544,3,1,3,4,3,3,3,3,2,4,3,4,4,3,0,0,1,0
1687,15795132,Molineux,735,France,Female,25,3,91718.8,1,0,0,28411.23,21742,Female,Loyal Customer,17,Business travel,Business,563,3,3,3,3,5,5,5,5,3,2,2,2,1,5,0,0,0,1
1688,15811565,Cocci,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,45079,Female,Loyal Customer,63,Personal Travel,Eco,588,3,4,3,5,3,4,5,5,5,3,5,4,5,3,32,20,1,0
1689,15713774,Chikwendu,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,33112,Female,Loyal Customer,29,Personal Travel,Eco,102,3,1,3,1,2,3,2,2,1,4,2,2,2,2,0,0,1,0
1690,15691840,Fraser,505,Germany,Female,37,6,159863.9,2,0,1,125307.87,64774,Female,Loyal Customer,39,Business travel,Business,247,2,2,2,2,4,4,5,4,4,4,4,4,4,5,10,0,0,1
1691,15682021,Lai,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,108848,Female,Loyal Customer,50,Business travel,Business,1947,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,4,0,1
1692,15612931,Korovin,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,49773,Male,Loyal Customer,38,Business travel,Eco,109,1,5,5,5,1,1,1,1,4,3,3,4,3,1,0,0,0,0
1693,15676707,Sidorov,577,Spain,Female,39,4,0,2,1,0,91366.42,49569,Female,Loyal Customer,37,Business travel,Eco,337,5,5,5,5,5,5,5,5,2,1,5,4,2,5,0,0,0,1
1694,15601383,Ibrahimova,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,118183,Male,disloyal Customer,9,Business travel,Business,1444,0,4,1,2,1,1,1,1,3,4,4,3,5,1,0,0,0,1
1695,15662662,Duigan,573,France,Female,30,6,0,2,1,0,66190.21,116192,Female,Loyal Customer,41,Personal Travel,Eco,296,4,3,4,1,3,4,3,3,3,3,1,1,2,3,0,0,0,1
1696,15752694,Taylor,653,France,Female,32,4,83772.95,1,0,1,23920.65,7132,Male,Loyal Customer,32,Business travel,Business,135,1,3,3,3,1,1,1,1,2,1,4,2,4,1,0,0,0,0
1697,15590683,Donaldson,660,France,Female,31,6,172325.67,1,0,1,45438.38,17811,Female,Loyal Customer,44,Business travel,Eco,675,4,4,4,4,4,2,1,4,4,4,4,4,4,5,2,5,0,1
1698,15773591,Jobson,787,France,Male,46,7,117685.31,2,1,1,93360.35,121164,Male,Loyal Customer,55,Business travel,Business,902,4,5,5,5,3,4,4,2,1,3,3,4,2,4,29,60,0,0
