Sno,Feature1,Dog Name,Feature2,Feature3,Feature4,Feature5,Feature6,Money,Count,Debt,IsActiveMember,EstimatedSalary,id,Gender2,Customer Type,Age2,Type of Travel,Class,Distance,Rating0,Rating1,Rating2,Rating3,Rating4,Rating5,Rating6,Rating7,Rating8,Rating9,Rating10,Rating11,Rating12,Rating13,Departure Delay in Minutes,Arrival Delay in Minutes
528,15665521,Chiazagomekpele,642,Germany,Male,18,5,111183.53,2,0,1,10063.75,73976,Female,Loyal Customer,45,Personal Travel,Eco,2218,3,3,3,4,4,4,4,2,2,3,2,2,2,1,6,0
529,15682868,Elliott,850,France,Female,40,9,99816.46,1,1,1,163989.66,102177,Female,Loyal Customer,50,Business travel,Business,397,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,0
530,15584462,Liang,739,France,Male,34,9,0,1,1,0,60584.33,72126,Male,disloyal Customer,38,Business travel,Business,731,3,3,3,2,5,3,5,5,4,3,5,5,5,5,0,0
531,15661708,She,508,France,Female,41,5,0,2,1,1,94170.84,110433,Female,Loyal Customer,24,Personal Travel,Eco,919,1,4,1,4,2,1,2,2,3,4,5,3,5,2,16,10
532,15584452,Bozeman,667,France,Male,41,6,0,2,0,0,167181.77,78045,Female,Loyal Customer,34,Personal Travel,Eco,106,4,2,4,4,5,4,5,5,1,1,4,2,4,5,3,1
533,15717010,Yu,741,France,Female,60,5,0,1,1,1,38914.51,114134,Female,Loyal Customer,33,Business travel,Business,3546,4,4,4,4,5,4,4,5,5,5,5,5,5,4,3,
534,15643828,Teng,592,France,Male,29,7,0,2,1,1,91196.67,60118,Female,disloyal Customer,20,Business travel,Eco,1182,2,2,2,4,1,2,1,1,4,4,3,2,3,1,0,0
535,15733361,Davide,651,Germany,Female,45,6,86714.06,1,1,0,85869.89,110027,Male,Loyal Customer,62,Personal Travel,Eco,1204,3,5,3,4,3,3,3,3,4,1,1,4,2,3,42,14
536,15795488,Beneventi,773,Spain,Male,52,2,0,2,1,0,57337.79,5693,Female,disloyal Customer,44,Business travel,Eco,299,4,0,4,5,1,4,1,1,1,1,3,2,4,1,0,55
537,15581551,Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,14333,Female,Loyal Customer,14,Personal Travel,Eco,429,2,4,3,4,2,3,2,2,1,3,3,4,4,2,113,102
538,15632051,Douglas,550,Germany,Female,42,10,128707.31,1,1,0,63092.65,11506,Male,Loyal Customer,54,Personal Travel,Eco Plus,312,2,5,2,4,2,2,2,2,4,3,5,3,4,2,47,46
539,15780409,Egobudike,783,France,Male,40,6,0,2,1,0,109742.55,69972,Male,Loyal Customer,43,Business travel,Business,2228,0,0,0,1,3,5,4,2,2,2,5,5,2,5,0,0
540,15572767,Shelby,777,France,Male,29,2,0,2,1,0,124489.88,90202,Male,Loyal Customer,35,Personal Travel,Eco,957,4,5,4,2,1,4,1,1,5,2,5,5,5,1,0,0
541,15590337,Golubov,659,France,Male,29,6,123192.12,1,1,1,56971.41,97643,Male,Loyal Customer,42,Business travel,Business,1587,5,5,5,5,3,4,4,4,4,4,4,4,4,3,0,0
542,15634551,Williamson,727,Germany,Male,46,3,115248.11,4,1,0,130752.01,15816,Female,Loyal Customer,12,Personal Travel,Eco,282,3,5,3,3,2,3,2,2,5,5,4,4,5,2,16,31
543,15669290,Fan,603,France,Male,38,8,59360.77,1,1,1,191457.06,23262,Male,Loyal Customer,48,Business travel,Business,826,3,3,1,3,5,4,4,3,3,3,3,3,3,3,0,41
544,15621140,Nwebube,644,Spain,Male,37,9,0,2,1,1,96442.86,102078,Female,Loyal Customer,46,Business travel,Business,2014,5,5,5,5,2,5,4,4,4,4,4,4,4,5,27,43
545,15613518,Bellucci,647,France,Female,35,6,112668.7,1,0,1,122584.29,34380,Male,disloyal Customer,26,Business travel,Eco,612,3,0,3,3,2,3,2,2,2,1,3,2,2,2,0,0
546,15728043,Udinese,648,Germany,Female,37,7,138503.51,2,1,0,57215.85,81605,Female,Loyal Customer,16,Business travel,Business,1975,1,4,4,4,1,1,1,1,1,4,4,2,3,1,0,26
547,15570073,Marian,721,Spain,Male,57,1,0,1,1,1,195940.96,100607,Male,Loyal Customer,55,Business travel,Business,1670,5,5,5,5,2,2,2,4,5,4,4,2,5,2,144,139
548,15777033,Chizoba,524,France,Male,29,7,0,2,1,1,105448.74,20746,Male,Loyal Customer,61,Business travel,Business,3937,1,1,1,1,1,4,3,4,4,4,4,2,4,5,0,0
549,15682454,McFarland,626,France,Female,34,3,0,2,1,1,37870.29,93163,Female,Loyal Customer,31,Personal Travel,Eco,1066,3,3,3,2,3,3,5,3,1,5,3,4,3,3,0,23
550,15758513,McDonald,569,France,Male,43,7,0,2,1,0,52534.81,102268,Male,Loyal Customer,49,Business travel,Business,236,0,1,1,2,5,4,4,5,5,3,3,3,5,4,0,0
551,15772604,Chiemezie,578,Spain,Male,36,1,157267.95,2,1,0,141533.19,15475,Female,Loyal Customer,68,Personal Travel,Eco,377,1,5,1,3,2,4,5,5,5,1,5,4,5,5,0,0
552,15721715,Fane,769,France,Female,40,9,133871.05,1,1,1,50568.02,100795,Female,Loyal Customer,22,Business travel,Business,2525,1,1,1,1,5,5,5,5,5,5,5,3,4,5,0,0
553,15688563,Marchesi,694,Germany,Male,31,4,141989.27,2,1,0,26116.82,39734,Male,Loyal Customer,70,Personal Travel,Eco,298,2,4,2,3,1,2,1,1,3,2,4,3,5,1,0,
554,15772009,Scott,664,France,Female,41,5,0,1,1,1,152054.33,79520,Female,Loyal Customer,53,Business travel,Business,760,4,2,4,4,4,4,4,5,5,5,5,5,5,3,0,0
555,15809585,H?,646,France,Male,38,7,0,2,1,0,1528.4,2391,Male,disloyal Customer,26,Business travel,Business,641,2,2,2,5,3,2,3,3,3,3,4,5,4,3,0,0
556,15593778,Craig,779,France,Female,29,3,46388.16,3,1,0,127939.26,121208,Male,Loyal Customer,46,Personal Travel,Eco Plus,2370,2,5,2,1,2,3,3,3,2,5,4,3,5,3,0,1
557,15655360,Chikelu,782,Germany,Female,72,5,148666.99,1,1,0,2605.65,30323,Female,Loyal Customer,32,Business travel,Business,2136,5,5,5,5,4,4,4,4,3,1,3,3,5,4,0,0
558,15780909,Caffyn,769,Germany,Male,34,7,115101.5,1,0,0,57841.89,65984,Female,Loyal Customer,7,Personal Travel,Eco,1372,0,4,0,4,1,0,1,1,3,2,5,3,4,1,0,0
559,15757310,Otitodilichukwu,655,Germany,Male,67,6,148363.38,1,1,1,186995.17,91166,Female,Loyal Customer,14,Personal Travel,Eco,250,3,5,3,4,4,3,1,4,5,2,4,5,5,4,8,17
560,15801411,Green,623,Spain,Male,46,4,0,1,1,0,5549.11,111678,Female,Loyal Customer,61,Personal Travel,Eco,991,1,4,1,4,1,3,3,4,4,1,4,3,4,4,14,21
561,15761706,Y?an,705,Spain,Female,39,8,144102.32,1,1,1,11682.36,126120,Female,Loyal Customer,11,Business travel,Business,507,4,4,2,4,5,5,5,5,5,5,5,3,4,5,0,0
562,15658409,Mao,686,France,Male,41,5,128876.71,3,1,1,106939.34,19045,Male,Loyal Customer,52,Business travel,Business,1722,4,4,4,4,2,3,1,4,4,5,4,1,4,3,0,0
563,15810010,Dahlenburg,678,Germany,Male,36,6,118448.15,2,1,0,53172.02,81039,Male,Loyal Customer,22,Business travel,Business,1399,2,1,1,1,2,2,2,2,3,3,4,4,4,2,0,0
564,15627027,Shih,738,France,Male,39,5,0,2,1,1,114388.98,107139,Male,Loyal Customer,33,Personal Travel,Business,668,2,4,2,2,2,2,2,2,4,5,4,3,4,2,0,0
565,15624374,Maclean,703,France,Male,28,9,0,2,0,1,2151.17,33351,Male,Loyal Customer,29,Business travel,Business,2556,3,3,3,3,3,3,3,3,2,4,4,2,4,3,0,0
566,15720083,Fiorentino,554,Spain,Male,42,1,0,2,0,1,183492.9,46348,Female,Loyal Customer,27,Business travel,Eco Plus,692,0,1,1,2,1,1,1,1,2,1,2,5,2,1,0,51
567,15752294,Long,582,France,Female,38,9,135979.01,4,1,1,76582.95,37327,Female,disloyal Customer,17,Business travel,Eco,972,3,4,4,4,4,4,1,4,3,5,2,5,5,4,1,0
568,15743193,Olson,644,France,Male,37,6,117271.8,2,1,0,104217.96,105521,Male,Loyal Customer,53,Business travel,Business,611,4,4,4,4,4,5,5,4,4,5,4,3,4,4,0,0
569,15696733,McKenzie,724,France,Male,29,4,0,1,1,0,8982.75,124522,Female,Loyal Customer,44,Business travel,Business,1276,1,1,1,1,2,4,4,4,4,4,4,4,4,3,18,13
570,15677522,Rossi,593,France,Male,33,1,0,2,0,0,9984.4,55917,Male,Loyal Customer,49,Personal Travel,Eco,723,1,3,1,4,4,1,4,4,2,3,4,5,3,4,19,4
571,15643523,Power,710,Spain,Female,30,10,0,2,1,0,19500.1,37890,Female,Loyal Customer,31,Business travel,Business,1664,1,4,4,4,1,1,1,1,2,4,3,2,3,1,22,36
572,15624936,Yen,631,France,Male,35,8,129205.49,1,1,1,79146.36,44187,Female,Loyal Customer,51,Business travel,Business,2763,2,3,3,3,5,4,3,2,2,2,2,2,2,2,0,0
573,15716085,Norris,739,Spain,Female,41,8,0,1,1,0,191694.77,70364,Male,disloyal Customer,22,Business travel,Business,1145,4,0,3,3,2,3,2,2,4,2,4,3,5,2,0,0
574,15641688,Collier,644,Spain,Male,18,7,0,1,0,1,59645.24,55558,Female,Loyal Customer,47,Business travel,Business,550,3,3,2,3,5,5,4,5,5,4,5,3,5,4,0,4
575,15796834,Rivers,652,Germany,Male,35,7,104015.54,2,1,1,55207.88,53744,Male,Loyal Customer,50,Business travel,Eco Plus,1208,3,4,4,4,3,3,3,3,2,1,3,5,4,3,9,7
576,15720123,Hudson,554,Spain,Male,37,3,0,2,1,0,166177.3,906,Female,Loyal Customer,42,Business travel,Business,247,3,4,4,4,5,3,3,3,3,3,3,1,3,1,0,0
577,15604732,Milani,483,France,Female,30,9,0,2,0,0,136356.97,4631,Female,disloyal Customer,16,Business travel,Eco,489,2,3,2,4,4,2,4,4,1,4,4,2,3,4,36,12
578,15723484,Hunt,669,Germany,Female,42,1,103873.39,1,1,0,148611.52,39480,Male,disloyal Customer,11,Business travel,Eco,867,2,2,2,4,3,2,3,3,2,3,4,4,4,3,44,57
579,15807120,Oluchukwu,841,Germany,Female,52,3,112383.03,1,1,0,85516.37,99183,Female,Loyal Customer,36,Business travel,Business,3087,4,4,2,4,3,1,3,4,4,4,4,3,4,5,0,0
580,15810891,Lorenzo,662,France,Male,34,2,117731.79,2,0,1,55120.79,32030,Male,Loyal Customer,53,Business travel,Business,216,4,4,4,4,2,2,3,4,4,5,3,1,4,4,0,0
581,15640407,Chidiegwu,821,Germany,Male,45,0,135827.33,2,1,1,131778.58,120039,Male,Loyal Customer,49,Business travel,Business,2592,4,3,4,4,2,5,5,4,4,4,4,3,4,5,1,0
582,15778838,Warren,783,France,Male,38,9,114135.17,1,1,0,153269.98,52646,Male,Loyal Customer,14,Personal Travel,Eco,119,1,2,1,3,3,1,3,3,3,2,3,2,3,3,0,0
583,15709256,Glover,850,France,Female,28,9,0,2,1,1,164864.67,70265,Female,disloyal Customer,21,Business travel,Business,852,4,4,4,5,1,4,1,1,5,2,4,3,5,1,0,0
584,15742285,Andersen,559,France,Male,62,6,118756.62,1,1,1,20367.68,8686,Male,disloyal Customer,16,Business travel,Business,280,3,1,2,4,5,2,5,5,2,3,3,3,3,5,0,0
585,15729019,Arcuri,602,Spain,Male,34,8,98382.72,1,1,0,39542,122732,Female,Loyal Customer,36,Business travel,Business,3669,4,4,4,4,4,4,4,4,4,5,4,3,4,5,0,0
586,15608588,Mackinlay,563,Germany,Male,41,2,100520.92,1,1,1,19412.8,19460,Female,disloyal Customer,27,Business travel,Eco,177,2,5,2,5,4,2,4,4,2,1,3,4,2,4,0,0
587,15610557,McCarthy,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,6656,Female,disloyal Customer,26,Business travel,Business,403,3,3,3,2,5,3,5,5,5,3,5,5,4,5,19,16
588,15786418,Chiu,546,France,Female,20,6,0,1,0,1,20508.85,113264,Male,Loyal Customer,27,Business travel,Business,2620,1,1,1,1,5,5,5,5,3,4,4,4,5,5,0,0
589,15653050,Norriss,719,Germany,Female,76,10,95052.29,1,1,0,176244.87,73400,Female,Loyal Customer,48,Business travel,Business,1144,3,2,2,2,2,3,2,3,3,3,3,2,3,1,29,50
590,15744914,Moore,539,Germany,Male,42,1,177728.55,1,1,0,105013.63,64561,Male,Loyal Customer,44,Business travel,Business,2337,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0,0
591,15669611,Mott,632,France,Male,71,3,83116.68,1,1,1,27597.76,54021,Male,Loyal Customer,31,Personal Travel,Eco,1091,3,5,3,1,3,3,4,3,5,3,4,1,4,3,84,78
592,15594786,Ts'ai,772,Germany,Male,34,7,111565.91,1,1,1,121073.23,41454,Male,Loyal Customer,42,Business travel,Business,2824,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,8
593,15649211,Fokina,708,Spain,Male,40,8,83015.71,1,1,0,101089.76,22651,Female,disloyal Customer,38,Business travel,Eco Plus,223,1,1,1,3,5,1,5,5,4,3,3,4,2,5,0,18
594,15766066,Nikitina,668,Germany,Female,28,1,124511.01,1,0,0,114258.18,88855,Male,Loyal Customer,38,Personal Travel,Eco Plus,366,3,5,3,2,5,3,5,5,5,2,2,5,2,5,1,0
595,15772216,Henry,738,France,Female,67,1,130652.52,1,0,1,22762.23,118003,Female,Loyal Customer,67,Personal Travel,Business,1037,3,4,3,3,5,4,5,2,2,3,2,5,2,3,16,11
596,15619898,Chiefo,785,France,Male,55,5,0,2,1,1,7008.65,7199,Male,Loyal Customer,55,Business travel,Business,130,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0
597,15724543,Mao,597,France,Male,61,5,0,2,1,1,81299.17,60831,Female,Loyal Customer,28,Personal Travel,Eco,680,4,1,4,2,1,4,1,1,1,4,2,2,3,1,0,0
598,15755084,Bezrukova,531,France,Male,37,7,121854.45,1,1,0,147521.35,64286,Male,disloyal Customer,24,Business travel,Eco,1172,4,4,4,1,3,4,3,3,3,3,4,4,5,3,0,0
599,15730441,Dodd,509,France,Male,26,10,0,2,1,1,6177.83,113871,Female,Loyal Customer,50,Personal Travel,Eco,1363,1,4,1,2,2,5,5,1,1,1,3,5,1,4,0,0
600,15666767,Lori,508,France,Male,35,1,86893.28,1,0,0,59374.82,117816,Female,Loyal Customer,7,Personal Travel,Eco,328,4,4,4,4,2,4,2,2,4,3,5,3,4,2,13,7
601,15690456,Yudina,749,Germany,Female,32,7,79523.13,1,0,1,157648.12,63938,Male,Loyal Customer,69,Personal Travel,Eco,1172,3,3,3,4,5,3,5,5,4,5,4,1,4,5,0,0
602,15570533,Conti,621,Germany,Female,55,7,131033.76,1,0,1,75685.59,72948,Male,Loyal Customer,29,Business travel,Business,3300,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0
603,15797692,Volkova,659,France,Female,33,7,89939.62,1,1,0,136540.09,16257,Female,Loyal Customer,43,Business travel,Eco,946,5,3,3,3,4,1,2,5,5,5,5,2,5,2,0,0
604,15603135,Boni,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,53858,Male,Loyal Customer,20,Business travel,Business,191,0,3,0,1,5,4,4,5,5,5,5,4,2,5,3,0
605,15698927,Ritchie,675,France,Male,39,7,0,2,0,1,36267.21,33982,Female,Loyal Customer,31,Business travel,Eco,1598,3,1,4,4,3,4,3,3,1,5,3,1,2,3,19,2
606,15687363,McMillan,770,France,Male,31,3,155047.56,2,1,1,186064.34,126104,Female,disloyal Customer,21,Business travel,Eco,650,5,0,5,2,3,5,3,3,4,2,4,3,5,3,0,0
607,15733444,Phillips,736,France,Female,29,9,0,2,0,0,176152.7,55069,Female,disloyal Customer,20,Business travel,Eco,1504,3,3,3,4,5,3,4,5,2,4,4,1,3,5,0,0
608,15678057,Lombardi,524,France,Male,44,10,118569.03,2,0,0,82117.2,31928,Male,Loyal Customer,44,Business travel,Business,84,5,5,5,5,5,4,5,5,5,5,4,3,5,3,3,7
609,15806918,Ireland,674,France,Male,28,5,0,1,1,1,151925.25,9435,Female,disloyal Customer,48,Business travel,Business,310,3,3,3,1,5,3,5,5,5,3,5,5,5,5,3,8
610,15638247,Boan,700,Spain,Male,44,9,0,2,1,0,142287.65,129642,Female,Loyal Customer,56,Business travel,Business,3325,5,5,5,5,3,5,5,4,4,4,4,3,4,5,6,0
611,15674833,Shao,741,France,Female,35,1,0,2,1,0,36557.55,78465,Male,Loyal Customer,44,Business travel,Business,3112,5,5,5,5,5,5,4,5,5,5,5,3,5,5,0,25
612,15812534,Chiemenam,455,France,Male,40,1,0,3,0,1,129975.34,128151,Male,Loyal Customer,49,Business travel,Business,1788,1,1,1,1,4,5,4,3,3,3,3,5,3,5,0,1
613,15586522,Hunter,608,Spain,Male,37,2,130461.02,1,1,0,21967.15,58797,Female,Loyal Customer,63,Business travel,Business,3991,2,2,2,2,2,4,4,2,2,2,2,2,2,2,41,33
614,15794297,McKay,776,France,Male,36,1,0,2,1,0,53477.76,117346,Male,disloyal Customer,25,Business travel,Business,296,5,0,5,4,2,5,2,2,4,2,5,5,4,2,54,55
615,15737025,Roberts,635,France,Male,33,1,0,3,0,0,178067.33,104156,Male,disloyal Customer,24,Business travel,Eco,349,2,0,2,4,2,4,4,3,5,5,4,4,3,4,236,374
616,15615931,Aitken,746,France,Female,37,4,0,2,0,1,171039.56,18720,Male,Loyal Customer,62,Personal Travel,Eco Plus,201,1,4,1,2,3,1,3,3,5,5,2,2,5,3,31,16
617,15664860,Chao,692,Spain,Female,47,3,0,2,1,0,150802.41,47631,Female,disloyal Customer,21,Business travel,Eco,1428,3,3,3,3,5,3,5,5,3,1,4,2,4,5,111,99
618,15664539,Bruce,683,Spain,Male,35,9,61172.04,1,0,0,82951.12,1236,Male,Loyal Customer,23,Personal Travel,Eco,158,1,5,1,3,4,1,4,4,3,2,2,3,1,4,0,0
619,15583692,Chan,591,Germany,Female,35,2,90194.34,2,1,0,57064.57,40826,Male,Loyal Customer,44,Business travel,Eco,588,1,4,4,4,1,1,1,1,3,5,4,3,3,1,0,10
620,15693131,Watts,581,France,Female,24,3,95508.2,1,1,1,45755,4349,Female,Loyal Customer,59,Business travel,Business,618,5,4,5,5,3,5,5,5,5,5,5,3,5,3,0,12
621,15779973,Gibbons,684,Germany,Male,35,3,99967.76,1,1,1,176882.08,102289,Male,Loyal Customer,37,Business travel,Business,414,3,3,3,3,5,5,5,5,5,5,5,3,5,5,0,0
622,15620557,Ni,561,Spain,Male,37,4,101470.29,1,0,1,88838.14,36255,Male,Loyal Customer,68,Business travel,Business,2712,1,1,3,1,2,2,4,2,2,2,2,1,2,2,0,0
623,15639549,Jen,718,Germany,Female,33,4,70541.06,1,0,0,88592.8,111539,Male,Loyal Customer,11,Personal Travel,Business,883,1,3,1,1,3,1,3,3,3,3,4,1,3,3,8,0
624,15618750,Phillips,590,France,Male,31,8,112211.61,1,1,0,26261.42,91774,Male,Loyal Customer,56,Personal Travel,Eco,626,4,5,5,3,2,5,2,2,3,3,5,3,4,2,82,92
625,15796790,Amaechi,573,France,Female,47,8,154543.98,1,1,0,29586.73,118295,Female,Loyal Customer,28,Business travel,Business,602,3,3,3,3,4,4,4,4,5,4,4,3,4,4,0,0
626,15668309,Maslow,350,France,Female,40,0,111098.85,1,1,1,172321.21,108272,Male,Loyal Customer,24,Personal Travel,Eco,895,3,5,3,3,1,3,1,1,2,5,3,5,2,1,69,57
627,15732437,Rowley,504,Germany,Female,44,0,131873.07,2,1,1,158036.72,75648,Female,disloyal Customer,21,Business travel,Eco,280,5,5,5,1,2,5,2,2,4,3,5,5,5,2,0,0
628,15665158,Chukwuemeka,813,Spain,Male,27,1,137275.36,1,0,1,115733.16,118343,Female,disloyal Customer,24,Business travel,Eco,202,4,0,4,3,3,4,3,3,1,5,1,3,2,3,0,0
629,15689322,Bevan,641,Spain,Male,31,3,153316.14,1,1,0,59927.99,14445,Male,Loyal Customer,46,Business travel,Business,3774,3,3,3,3,4,2,4,4,4,4,4,1,4,4,0,0
630,15596624,Topp,662,France,Female,22,9,0,2,1,1,44377.65,72074,Male,Loyal Customer,22,Business travel,Eco,2556,1,2,2,2,1,1,1,1,2,2,3,4,4,1,0,0
631,15601977,Burgoyne,497,Spain,Male,44,2,121250.04,1,0,1,79691.4,67860,Female,Loyal Customer,69,Personal Travel,Eco,1431,2,1,2,1,2,1,1,1,1,2,1,3,1,3,34,34
632,15801462,Yermakov,716,France,Male,31,8,109578.04,2,1,1,51503.51,9655,Female,Loyal Customer,60,Business travel,Business,3602,2,2,2,2,2,4,5,4,4,4,5,4,4,4,74,78
633,15566139,Ts'ui,526,France,Female,37,5,53573.18,1,1,0,62830.97,45149,Male,Loyal Customer,31,Business travel,Business,3543,1,1,5,1,5,5,5,5,5,3,1,5,3,5,43,40
634,15791006,Kodilinyechukwu,760,Germany,Female,34,6,58003.41,1,1,0,90346.1,53940,Female,Loyal Customer,16,Personal Travel,Eco,2007,2,5,2,4,3,2,3,3,3,5,5,5,4,3,3,0
635,15668057,K?,669,France,Female,31,6,113000.66,1,1,0,40467.82,41703,Female,Loyal Customer,38,Personal Travel,Eco Plus,936,1,4,1,4,3,1,3,3,2,3,3,4,4,3,0,0
636,15580805,Marino,655,France,Male,27,10,0,2,1,0,51620.94,44072,Female,Loyal Customer,34,Business travel,Business,1829,1,1,1,1,5,4,3,4,4,4,4,3,4,2,65,129
637,15658768,Lucas,547,France,Female,49,2,0,1,0,0,65466.93,13277,Female,Loyal Customer,66,Personal Travel,Eco,657,3,1,3,3,2,4,4,1,1,3,1,2,1,4,0,0
638,15613048,Anderson,648,Germany,Female,40,5,139973.65,1,1,1,667.66,113668,Female,Loyal Customer,15,Personal Travel,Eco,197,4,5,4,5,2,4,2,2,3,2,4,3,4,2,63,91
639,15803654,Wei,790,France,Female,31,2,151290.16,1,1,1,172437.12,28929,Male,disloyal Customer,22,Business travel,Eco,1050,4,4,4,3,5,4,5,5,3,1,4,3,3,5,0,9
640,15662337,Baldwin,744,Germany,Female,50,1,121498.11,2,0,1,106061.47,45099,Female,Loyal Customer,53,Business travel,Eco,157,5,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0
641,15650924,Foster,761,Spain,Female,32,4,103515.39,2,1,1,177622.38,37867,Female,Loyal Customer,42,Business travel,Eco,937,3,2,2,2,3,4,4,3,3,3,3,1,3,3,0,0
642,15647203,Gebhart,750,France,Female,35,3,0,1,1,0,191520.5,21413,Male,Loyal Customer,36,Business travel,Business,377,4,4,4,4,2,3,3,4,4,4,4,4,4,3,1,0
643,15682778,Fedorov,680,France,Male,34,9,0,2,1,1,95686.6,13169,Female,Loyal Customer,62,Personal Travel,Eco Plus,562,2,1,2,4,2,3,3,3,3,2,3,4,3,2,16,17
644,15579820,Robertson,704,Spain,Male,38,6,106687.76,1,1,0,173776.5,97820,Male,Loyal Customer,44,Business travel,Business,2626,1,1,5,1,5,4,4,2,2,3,2,4,2,5,14,0
645,15709354,Tudawali,521,France,Female,41,2,0,2,1,1,113089.43,96765,Male,disloyal Customer,19,Business travel,Business,994,5,0,5,4,5,5,5,5,5,5,4,5,5,5,0,0
646,15728480,Iloerika,452,France,Female,35,8,0,2,1,1,149614.81,15815,Female,Loyal Customer,68,Personal Travel,Eco,143,4,3,4,2,3,3,4,5,5,4,5,1,5,3,0,0
647,15641091,Onyemauchechukwu,695,France,Female,31,5,106089.2,1,0,0,99537.68,98005,Male,Loyal Customer,38,Personal Travel,Eco Plus,616,3,4,3,3,3,3,3,3,3,2,3,3,3,3,7,0
648,15603111,Muir,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,55253,Male,Loyal Customer,37,Personal Travel,Eco,1009,1,3,1,2,1,1,1,1,3,4,3,1,3,1,50,31
649,15679693,Walker,625,France,Male,31,5,0,2,0,1,90.07,71252,Male,Loyal Customer,56,Business travel,Business,2154,4,2,4,4,5,5,2,5,5,5,5,4,5,5,0,0
650,15797190,Charlton,608,Germany,Female,40,7,96202.32,1,0,0,161154.85,9390,Male,Loyal Customer,39,Business travel,Business,372,3,2,2,2,3,3,4,3,3,3,3,3,3,2,56,45
651,15788025,Tseng,715,France,Female,38,0,0,2,1,1,332.81,98427,Male,Loyal Customer,15,Personal Travel,Eco,1910,3,5,4,2,2,4,2,2,4,5,4,3,5,2,0,6
652,15646168,Ifeatu,834,Spain,Male,33,5,0,2,1,0,66285.18,11221,Female,Loyal Customer,67,Personal Travel,Eco,247,2,4,2,5,5,5,4,4,4,2,5,5,4,3,0,0
653,15580493,Chin,469,France,Male,33,1,127818.52,1,1,0,163477.22,18631,Female,Loyal Customer,57,Personal Travel,Eco,190,2,5,2,1,3,4,2,1,1,2,1,4,1,2,66,67
654,15726720,Blinova,480,France,Female,40,7,0,1,1,0,170332.67,11643,Male,Loyal Customer,49,Business travel,Business,837,3,3,3,3,3,5,4,4,4,4,4,3,4,3,25,17
655,15735799,Maconochie,527,Germany,Male,58,3,137318.42,1,1,1,126144.96,55359,Male,disloyal Customer,36,Business travel,Business,413,3,3,3,3,2,3,2,2,4,3,4,5,4,2,54,74
656,15773098,Ch'in,834,Spain,Male,34,5,0,2,0,0,53437.1,26300,Male,Loyal Customer,44,Personal Travel,Eco,1199,2,4,2,3,3,2,3,3,3,4,4,2,3,3,0,2
657,15668971,Nicholson,583,France,Female,40,4,55776.39,2,1,0,26920.43,123200,Male,Loyal Customer,50,Personal Travel,Eco,507,3,4,3,2,2,3,2,2,4,2,5,3,5,2,13,6
658,15603221,Burgess,696,Germany,Male,32,4,84421.62,1,0,1,52314.71,127961,Female,Loyal Customer,13,Personal Travel,Eco,1999,2,5,2,4,5,2,1,5,3,5,5,5,5,5,1,0
659,15740043,Young,606,France,Male,32,5,83161.65,1,1,1,116885.59,90482,Female,Loyal Customer,51,Business travel,Eco,581,3,5,5,5,3,4,3,3,3,3,3,1,3,2,4,0
660,15712264,Plumb,713,France,Female,39,10,0,2,1,1,126263.97,54219,Female,Loyal Customer,57,Personal Travel,Business,1222,3,4,3,4,5,3,3,2,2,3,2,4,2,1,16,0
661,15751926,Trentino,821,Germany,Male,42,3,87807.29,2,1,1,64613.81,32314,Male,disloyal Customer,37,Business travel,Business,216,3,3,3,4,3,3,3,3,3,2,5,2,5,3,5,0
662,15589401,Allen,550,France,Female,30,4,0,2,1,0,89216.29,71770,Male,Loyal Customer,40,Business travel,Business,1829,2,2,2,2,3,5,5,5,5,5,5,4,5,3,0,7
663,15742019,Benford,675,France,Female,39,6,0,2,0,0,83419.15,69673,Female,Loyal Customer,17,Personal Travel,Eco,569,1,4,1,3,3,1,4,3,4,4,5,3,4,3,1,0
664,15660611,Gallo,748,Spain,Male,39,3,0,2,1,1,123998.52,30962,Female,Loyal Customer,67,Personal Travel,Eco,836,2,4,2,5,4,5,4,3,3,2,3,4,3,3,0,0
665,15607634,Cobb,606,Germany,Male,40,9,95293.86,2,0,1,96985.58,2821,Male,Loyal Customer,30,Business travel,Business,1637,4,4,4,4,3,3,3,3,4,5,5,3,5,3,0,0
666,15595036,Doherty,726,Germany,Male,30,7,92847.59,1,1,0,146154.06,109657,Female,disloyal Customer,15,Business travel,Eco,802,2,2,2,5,2,2,2,2,4,2,5,5,5,2,2,4
667,15745794,Cocci,547,France,Male,30,6,0,2,1,1,18471.86,48465,Female,Loyal Customer,54,Business travel,Business,3540,1,1,1,1,1,4,4,4,4,5,4,1,4,3,18,21
668,15781689,Macadam,758,Spain,Male,35,5,0,2,1,0,95009.6,114326,Female,Loyal Customer,14,Personal Travel,Eco,862,3,4,3,4,1,3,1,1,5,5,5,5,5,1,35,23
